new_ids,listed_products, total_units_sold , mean_units_sold_per_product ,rating, ratings_count ,mean_product_prices,mean_retail_prices,average_markup,average_discount
375,3," 2,100 ", 700 ,3.953," 7,858 ",6.55,14.67,8.12,43
376,3," 2,100 ", 700 ,3.965," 7,936 ",6,5.67,-0.33,-3
377,3," 2,100 ", 700 ,4.024," 3,300 ",7.67,25.33,17.66,40
378,3," 2,100 ", 700 ,4.064," 38,985 ",9.67,48,38.33,65
379,3," 2,100 ", 700 ,4.117," 31,138 ",3.53,6.67,3.14,48
380,3," 2,100 ", 700 ,4.15," 2,248 ",9.67,9,-0.67,-6
381,3," 2,100 ", 700 ,4.232," 4,516 ",9.33,20.33,11.00,52
382,2," 2,000 "," 1,000 ",3.476, 942 ,8,7,-1.00,-14
383,2," 2,000 "," 1,000 ",3.677, 232 ,6,10,4.00,40
384,2," 2,000 "," 1,000 ",3.81," 28,295 ",6.9,20,13.10,56
385,2," 2,000 "," 1,000 ",3.862," 25,914 ",6,47,41.00,88
386,2," 2,000 "," 1,000 ",3.871," 13,979 ",5.5,19,13.50,67
387,2," 2,000 "," 1,000 ",3.895," 25,631 ",5.85,13,7.15,55
388,2," 2,000 "," 1,000 ",3.908," 87,178 ",11,152,141.00,93
389,2," 2,000 "," 1,000 ",3.91," 20,478 ",12,17,5.00,30
390,2," 2,000 "," 1,000 ",3.949," 36,913 ",7.5,11,3.50,30
391,2," 2,000 "," 1,000 ",3.965," 3,373 ",9,65,56.00,87
392,2," 2,000 "," 1,000 ",3.965," 1,322 ",8,7,-1.00,-14
393,2," 2,000 "," 1,000 ",4.012," 1,290 ",7,50,43.00,86
394,2," 2,000 "," 1,000 ",4.013," 9,341 ",7,6,-1.00,-16
395,2," 2,000 "," 1,000 ",4.039," 16,523 ",11,33.5,22.50,33
396,2," 2,000 "," 1,000 ",4.057," 6,715 ",10,33.5,23.50,35
397,2," 2,000 "," 1,000 ",4.06," 7,034 ",9.33,8.5,-0.83,-6
398,2," 2,000 "," 1,000 ",4.097," 2,076 ",8,7,-1.00,-14
399,2," 2,000 "," 1,000 ",4.109, 612 ,8,7,-1.00,-14
400,2," 2,000 "," 1,000 ",4.151," 11,900 ",14,75.5,61.50,82
401,2," 2,000 "," 1,000 ",4.173," 10,377 ",5.84,11,5.16,47
402,2," 2,000 "," 1,000 ",4.182," 3,161 ",5.87,36,30.13,73
403,2," 2,000 "," 1,000 ",4.184," 6,775 ",15,68,53.00,78
404,2," 2,000 "," 1,000 ",4.288," 3,883 ",5,5,0.00,0
405,2," 2,000 "," 1,000 ",4.325," 2,792 ",5,5,0.00,0
406,2," 2,000 "," 1,000 ",4.331," 4,508 ",12,22,10.00,46
407,2," 2,000 "," 1,000 ",4.382," 13,625 ",7,30,23.00,77
408,2," 2,000 "," 1,000 ",4.391," 6,187 ",5.87,11,5.13,47
409,4," 1,300 ", 325 ,3.729, 288 ,10.25,9,-1.25,-13
410,4," 1,300 ", 325 ,3.852," 8,989 ",8.5,7.5,-1.00,-13
411,4," 1,300 ", 325 ,3.953," 17,471 ",7.37,6.5,-0.87,-14
412,4," 1,300 ", 325 ,4.024," 12,919 ",7,6.25,-0.75,-7
413,3," 1,200 ", 400 ,3.895," 26,473 ",8.54,24,15.46,49
414,3," 1,200 ", 400 ,3.917," 33,855 ",9.26,34,24.74,53
415,3," 1,200 ", 400 ,4.033," 45,151 ",12.67,11,-1.67,-15
416,3," 1,200 ", 400 ,4.048," 7,627 ",11.22,11,-0.22,2
417,3," 1,200 ", 400 ,4.106," 7,363 ",8,9.33,1.33,16
418,3," 1,200 ", 400 ,4.218, 514 ,16,14,-2.00,-14
419,3," 1,200 ", 400 ,4.235," 26,833 ",13,93.33,80.33,87
420,3," 1,200 ", 400 ,4.277, 794 ,9.67,8.67,-1.00,-12
421,3," 1,150 ", 383 ,4.039," 7,676 ",9.28,13.33,4.05,35
422,3," 1,150 ", 383 ,4.11," 9,395 ",6.67,26.33,19.66,76
423,2," 1,100 ", 550 ,3.736," 1,452 ",11.5,10.5,-1.00,-9
424,2," 1,100 ", 550 ,3.838," 2,055 ",7.5,6.5,-1.00,-15
425,2," 1,100 ", 550 ,3.867," 12,134 ",6.46,5.5,-0.96,-17
426,2," 1,100 ", 550 ,3.871," 5,175 ",9.5,8.5,-1.00,-12
427,2," 1,100 ", 550 ,3.992, 484 ,1.77,5.5,3.73,46
428,2," 1,100 ", 550 ,4.007," 1,373 ",1.8,25.5,23.70,94
429,2," 1,100 ", 550 ,4.025," 47,981 ",8,29.5,21.50,67
430,2," 1,100 ", 550 ,4.039," 1,559 ",5.35,5,-0.35,-4
431,2," 1,100 ", 550 ,4.054," 9,857 ",5.33,5,-0.33,-6
432,2," 1,100 ", 550 ,4.094," 11,401 ",7,28.5,21.50,40
433,2," 1,100 ", 550 ,4.189," 2,707 ",4.43,4.5,0.07,2
434,2," 1,100 ", 550 ,4.234," 15,551 ",14,95.5,81.50,86
435,2," 1,100 ", 550 ,4.253," 104,269 ",11.5,87.5,76.00,88
436,2," 1,050 ", 525 ,4.003," 4,773 ",8.5,59,50.50,85
437,1," 1,000 "," 1,000 ",3.583," 3,809 ",5,22,17.00,78
438,1," 1,000 "," 1,000 ",3.59," 82,219 ",9,9,0.00,0
439,1," 1,000 "," 1,000 ",3.626, 265 ,3.87,4,0.13,4
440,1," 1,000 "," 1,000 ",3.681, 342 ,12,11,-1.00,-9
441,1," 1,000 "," 1,000 ",3.683, 104 ,11,75,64.00,86
442,1," 1,000 "," 1,000 ",3.703, 626 ,11,83,72.00,87
443,1," 1,000 "," 1,000 ",3.741," 42,514 ",8,18,10.00,56
444,1," 1,000 "," 1,000 ",3.749," 6,632 ",9,48,39.00,82
445,1," 1,000 "," 1,000 ",3.761," 18,762 ",19,17,-2.00,-11
446,1," 1,000 "," 1,000 ",3.766, 667 ,11,11,0.00,0
447,1," 1,000 "," 1,000 ",3.766, 821 ,8,7,-1.00,-14
448,1," 1,000 "," 1,000 ",3.768," 2,078 ",11,22,11.00,50
449,1," 1,000 "," 1,000 ",3.79," 21,842 ",4.86,8,3.14,40
450,1," 1,000 "," 1,000 ",3.794, 383 ,6,30,24.00,80
451,1," 1,000 "," 1,000 ",3.811," 1,685 ",7,6,-1.00,-16
452,1," 1,000 "," 1,000 ",3.817," 8,362 ",11,11,0.00,0
453,1," 1,000 "," 1,000 ",3.82," 4,924 ",12,11,-1.00,-9
454,1," 1,000 "," 1,000 ",3.829, 738 ,8,7,-1.00,-14
455,1," 1,000 "," 1,000 ",3.842," 1,733 ",11,10,-1.00,-10
456,1," 1,000 "," 1,000 ",3.845, 670 ,6,6,0.00,0
457,1," 1,000 "," 1,000 ",3.855," 15,812 ",6,22,16.00,73
458,1," 1,000 "," 1,000 ",3.855," 15,407 ",12,85,73.00,86
459,1," 1,000 "," 1,000 ",3.857," 13,814 ",9,8,-1.00,-12
460,1," 1,000 "," 1,000 ",3.858," 8,197 ",1,11,10.00,91
461,1," 1,000 "," 1,000 ",3.861," 2,397 ",12,11,-1.00,-9
462,1," 1,000 "," 1,000 ",3.864," 3,727 ",12,11,-1.00,-9
463,1," 1,000 "," 1,000 ",3.876," 8,433 ",8,42,34.00,81
464,1," 1,000 "," 1,000 ",3.877," 13,309 ",6,56,50.00,90
465,1," 1,000 "," 1,000 ",3.878," 16,085 ",11,159,148.00,94
466,1," 1,000 "," 1,000 ",3.883," 2,072 ",3.9,5,1.10,22
467,1," 1,000 "," 1,000 ",3.885," 21,012 ",8,9,1.00,12
468,1," 1,000 "," 1,000 ",3.892, 870 ,12,11,-1.00,-9
469,1," 1,000 "," 1,000 ",3.893, 466 ,8,7,-1.00,-14
470,1," 1,000 "," 1,000 ",3.894," 11,354 ",15,13,-2.00,-15
471,1," 1,000 "," 1,000 ",3.894," 28,694 ",9,9,0.00,0
472,1," 1,000 "," 1,000 ",3.895," 3,668 ",11,10,-1.00,-10
473,1," 1,000 "," 1,000 ",3.896," 1,403 ",11,10,-1.00,-10
474,1," 1,000 "," 1,000 ",3.896, 433 ,11,10,-1.00,-10
475,1," 1,000 "," 1,000 ",3.897," 3,743 ",16,59,43.00,73
476,1," 1,000 "," 1,000 ",3.9," 4,072 ",8,25,17.00,68
477,1," 1,000 "," 1,000 ",3.901, 892 ,8,17,9.00,53
478,1," 1,000 "," 1,000 ",3.905," 10,320 ",5,5,0.00,0
479,1," 1,000 "," 1,000 ",3.907," 1,722 ",9,8,-1.00,-12
480,1," 1,000 "," 1,000 ",3.91," 3,119 ",2,56,54.00,97
481,1," 1,000 "," 1,000 ",3.912," 4,136 ",8,72,64.00,89
482,1," 1,000 "," 1,000 ",3.931, 331 ,7,6,-1.00,-16
483,1," 1,000 "," 1,000 ",3.932, 543 ,11,10,-1.00,-10
484,1," 1,000 "," 1,000 ",3.936," 17,738 ",6,6,0.00,0
485,1," 1,000 "," 1,000 ",3.939, 905 ,8,34,26.00,77
486,1," 1,000 "," 1,000 ",3.94," 16,527 ",9,9,0.00,0
487,1," 1,000 "," 1,000 ",3.942, 171 ,13,19,6.00,32
488,1," 1,000 "," 1,000 ",3.942, 365 ,1.68,2,0.32,16
489,1," 1,000 "," 1,000 ",3.949," 1,335 ",15,25,10.00,40
490,1," 1,000 "," 1,000 ",3.95," 2,685 ",6,7,1.00,15
491,1," 1,000 "," 1,000 ",3.951," 14,780 ",8,252,244.00,97
492,1," 1,000 "," 1,000 ",3.959, 193 ,2.69,3,0.31,11
493,1," 1,000 "," 1,000 ",3.96," 40,457 ",14,12,-2.00,-16
494,1," 1,000 "," 1,000 ",3.965," 16,757 ",7,6,-1.00,-16
495,1," 1,000 "," 1,000 ",3.967," 12,763 ",7,50,43.00,86
496,1," 1,000 "," 1,000 ",3.97," 6,457 ",6,23,17.00,74
497,1," 1,000 "," 1,000 ",3.973," 1,653 ",8,7,-1.00,-14
498,1," 1,000 "," 1,000 ",3.979," 3,670 ",13,11,-2.00,-18
499,1," 1,000 "," 1,000 ",3.979," 18,831 ",12,11,-1.00,-9
500,1," 1,000 "," 1,000 ",3.982," 33,303 ",11,21,10.00,48
501,1," 1,000 "," 1,000 ",3.983," 1,012 ",3.81,4,0.19,5
502,1," 1,000 "," 1,000 ",3.984," 5,807 ",8,17,9.00,53
503,1," 1,000 "," 1,000 ",3.985," 6,731 ",7,43,36.00,84
504,1," 1,000 "," 1,000 ",3.989," 5,422 ",8,49,41.00,84
505,1," 1,000 "," 1,000 ",3.993," 9,308 ",5.86,5,-0.86,-17
506,1," 1,000 "," 1,000 ",3.995," 8,484 ",5,8,3.00,38
507,1," 1,000 "," 1,000 ",4.004," 73,119 ",11,10,-1.00,-10
508,1," 1,000 "," 1,000 ",4.006," 5,226 ",8,8,0.00,0
509,1," 1,000 "," 1,000 ",4.007," 10,264 ",14,12,-2.00,-16
510,1," 1,000 "," 1,000 ",4.008, 639 ,12,31,19.00,62
511,1," 1,000 "," 1,000 ",4.014," 4,622 ",14,51,37.00,73
512,1," 1,000 "," 1,000 ",4.014," 21,226 ",8,7,-1.00,-14
513,1," 1,000 "," 1,000 ",4.015," 9,002 ",11,11,0.00,0
514,1," 1,000 "," 1,000 ",4.017," 4,233 ",6,22,16.00,73
515,1," 1,000 "," 1,000 ",4.019," 1,281 ",2.8,3,0.20,7
516,1," 1,000 "," 1,000 ",4.028," 6,246 ",5.67,6,0.33,6
517,1," 1,000 "," 1,000 ",4.031," 2,464 ",6,140,134.00,96
518,1," 1,000 "," 1,000 ",4.036," 1,055 ",2,2,0.00,0
519,1," 1,000 "," 1,000 ",4.041," 4,230 ",1.8,2,0.20,10
520,1," 1,000 "," 1,000 ",4.044," 11,078 ",5,5,0.00,0
521,1," 1,000 "," 1,000 ",4.045," 10,436 ",5,5,0.00,0
522,1," 1,000 "," 1,000 ",4.047," 1,990 ",12,11,-1.00,-9
523,1," 1,000 "," 1,000 ",4.055, 550 ,5.65,5,-0.65,-13
524,1," 1,000 "," 1,000 ",4.057," 3,950 ",8,7,-1.00,-14
525,1," 1,000 "," 1,000 ",4.058," 45,372 ",4.68,25,20.32,82
526,1," 1,000 "," 1,000 ",4.061," 1,369 ",7,6,-1.00,-16
527,1," 1,000 "," 1,000 ",4.064," 2,377 ",11,10,-1.00,-10
528,1," 1,000 "," 1,000 ",4.064," 4,048 ",13,13,0.00,0
529,1," 1,000 "," 1,000 ",4.065," 4,434 ",8,7,-1.00,-14
530,1," 1,000 "," 1,000 ",4.066," 44,837 ",5.65,6,0.35,6
531,1," 1,000 "," 1,000 ",4.072," 1,663 ",5.82,58,52.18,90
532,1," 1,000 "," 1,000 ",4.072," 6,623 ",8,7,-1.00,-14
533,1," 1,000 "," 1,000 ",4.075, 161 ,5.69,10,4.31,44
534,1," 1,000 "," 1,000 ",4.078," 6,300 ",11,10,-1.00,-10
535,1," 1,000 "," 1,000 ",4.079," 9,651 ",3.71,6,2.29,39
536,1," 1,000 "," 1,000 ",4.08," 72,885 ",3,5,2.00,40
537,1," 1,000 "," 1,000 ",4.08," 2,867 ",8,30,22.00,74
538,1," 1,000 "," 1,000 ",4.086," 9,136 ",13,50,37.00,74
539,1," 1,000 "," 1,000 ",4.09," 1,761 ",8,8,0.00,0
540,1," 1,000 "," 1,000 ",4.092," 2,505 ",6,9,3.00,34
541,1," 1,000 "," 1,000 ",4.095," 15,948 ",5,5,0.00,0
542,1," 1,000 "," 1,000 ",4.098, 541 ,22,159,137.00,87
543,1," 1,000 "," 1,000 ",4.101," 6,256 ",13,43,30.00,70
544,1," 1,000 "," 1,000 ",4.11," 3,804 ",3.76,4,0.24,6
545,1," 1,000 "," 1,000 ",4.115," 28,101 ",8,7,-1.00,-14
546,1," 1,000 "," 1,000 ",4.12, 543 ,2,6,4.00,67
547,1," 1,000 "," 1,000 ",4.124, 557 ,1.91,6,4.09,69
548,1," 1,000 "," 1,000 ",4.126," 2,745 ",8,7,-1.00,-14
549,1," 1,000 "," 1,000 ",4.127," 3,117 ",3.87,4,0.13,4
550,1," 1,000 "," 1,000 ",4.132," 6,364 ",11,10,-1.00,-10
551,1," 1,000 "," 1,000 ",4.136," 5,880 ",11,17,6.00,36
552,1," 1,000 "," 1,000 ",4.137," 7,348 ",8,7,-1.00,-14
553,1," 1,000 "," 1,000 ",4.141," 6,460 ",11,84,73.00,87
554,1," 1,000 "," 1,000 ",4.142," 19,760 ",8,51,43.00,85
555,1," 1,000 "," 1,000 ",4.143," 14,442 ",9,57,48.00,85
556,1," 1,000 "," 1,000 ",4.146," 2,116 ",18,16,-2.00,-12
557,1," 1,000 "," 1,000 ",4.147," 9,341 ",22,169,147.00,87
558,1," 1,000 "," 1,000 ",4.149, 114 ,13,33,20.00,61
559,1," 1,000 "," 1,000 ",4.149," 6,343 ",11,76,65.00,86
560,1," 1,000 "," 1,000 ",4.153," 30,643 ",7,9,2.00,23
561,1," 1,000 "," 1,000 ",4.155," 5,914 ",6,6,0.00,0
562,1," 1,000 "," 1,000 ",4.158," 2,610 ",5,5,0.00,0
563,1," 1,000 "," 1,000 ",4.16," 5,048 ",19,26,7.00,27
564,1," 1,000 "," 1,000 ",4.16," 29,044 ",15,101,86.00,86
565,1," 1,000 "," 1,000 ",4.161," 1,837 ",12,17,5.00,30
566,1," 1,000 "," 1,000 ",4.165," 32,715 ",11,10,-1.00,-10
567,1," 1,000 "," 1,000 ",4.166," 8,043 ",9,31,22.00,71
568,1," 1,000 "," 1,000 ",4.171," 3,218 ",6,8,2.00,25
569,1," 1,000 "," 1,000 ",4.174," 17,856 ",14,102,88.00,87
570,1," 1,000 "," 1,000 ",4.179," 37,375 ",2.72,17,14.28,85
571,1," 1,000 "," 1,000 ",4.181," 4,778 ",17,75,58.00,78
572,1," 1,000 "," 1,000 ",4.181, 816 ,8,7,-1.00,-14
573,1," 1,000 "," 1,000 ",4.191," 9,034 ",8,22,14.00,64
574,1," 1,000 "," 1,000 ",4.193," 14,974 ",8,9,1.00,12
575,1," 1,000 "," 1,000 ",4.198," 2,510 ",6,6,0.00,0
576,1," 1,000 "," 1,000 ",4.204, 941 ,7,6,-1.00,-16
577,1," 1,000 "," 1,000 ",4.209," 2,212 ",8,30,22.00,74
578,1," 1,000 "," 1,000 ",4.21, 706 ,5.75,25,19.25,77
579,1," 1,000 "," 1,000 ",4.212," 2,495 ",12,102,90.00,89
580,1," 1,000 "," 1,000 ",4.213," 47,639 ",11,24,13.00,55
581,1," 1,000 "," 1,000 ",4.215," 11,597 ",11,68,57.00,84
582,1," 1,000 "," 1,000 ",4.217," 8,352 ",8,7,-1.00,-14
583,1," 1,000 "," 1,000 ",4.22," 6,570 ",5.77,16,10.23,64
584,1," 1,000 "," 1,000 ",4.223," 1,178 ",14,12,-2.00,-16
585,1," 1,000 "," 1,000 ",4.229," 3,533 ",15,13,-2.00,-15
586,1," 1,000 "," 1,000 ",4.229," 4,298 ",9,9,0.00,0
587,1," 1,000 "," 1,000 ",4.238," 12,322 ",16,26,10.00,39
588,1," 1,000 "," 1,000 ",4.241," 15,540 ",12,93,81.00,88
589,1," 1,000 "," 1,000 ",4.243," 3,709 ",5.71,13,7.29,57
590,1," 1,000 "," 1,000 ",4.246," 8,404 ",9,84,75.00,90
591,1," 1,000 "," 1,000 ",4.254," 1,038 ",15,13,-2.00,-15
592,1," 1,000 "," 1,000 ",4.254," 6,033 ",16,14,-2.00,-14
593,1," 1,000 "," 1,000 ",4.257," 25,752 ",8,7,-1.00,-14
594,1," 1,000 "," 1,000 ",4.26," 2,992 ",8,11,3.00,28
595,1," 1,000 "," 1,000 ",4.261," 14,298 ",8,7,-1.00,-14
596,1," 1,000 "," 1,000 ",4.264, 904 ,5.86,11,5.14,47
597,1," 1,000 "," 1,000 ",4.265," 62,240 ",14,86,72.00,84
598,1," 1,000 "," 1,000 ",4.279," 3,396 ",5.73,5,-0.73,-14
599,1," 1,000 "," 1,000 ",4.279," 6,383 ",11,14,3.00,22
600,1," 1,000 "," 1,000 ",4.296," 99,800 ",14,12,-2.00,-16
601,1," 1,000 "," 1,000 ",4.298, 794 ,9,8,-1.00,-12
602,1," 1,000 "," 1,000 ",4.306, 173 ,8,11,3.00,28
603,1," 1,000 "," 1,000 ",4.308," 4,084 ",24,59,35.00,60
604,1," 1,000 "," 1,000 ",4.316," 2,946 ",7,49,42.00,86
605,1," 1,000 "," 1,000 ",4.319, 791 ,3.84,4,0.16,4
606,1," 1,000 "," 1,000 ",4.324," 10,963 ",7,6,-1.00,-16
607,1," 1,000 "," 1,000 ",4.332," 4,425 ",7,6,-1.00,-16
608,1," 1,000 "," 1,000 ",4.334, 895 ,11,85,74.00,88
609,1," 1,000 "," 1,000 ",4.337," 3,403 ",8,48,40.00,84
610,1," 1,000 "," 1,000 ",4.337," 44,840 ",12,72,60.00,84
611,1," 1,000 "," 1,000 ",4.349," 2,996 ",6,6,0.00,0
612,1," 1,000 "," 1,000 ",4.35," 32,318 ",3.72,11,7.28,67
613,1," 1,000 "," 1,000 ",4.352," 1,428 ",6,6,0.00,0
614,1," 1,000 "," 1,000 ",4.357," 13,909 ",5,5,0.00,0
615,1," 1,000 "," 1,000 ",4.38," 27,740 ",9,38,29.00,77
616,1," 1,000 "," 1,000 ",4.38," 17,922 ",11,10,-1.00,-10
617,1," 1,000 "," 1,000 ",4.383," 6,275 ",8,38,30.00,79
618,1," 1,000 "," 1,000 ",4.393," 15,221 ",1.66,2,0.34,17
619,1," 1,000 "," 1,000 ",4.417," 3,439 ",6,22,16.00,73
620,1," 1,000 "," 1,000 ",4.42," 1,370 ",13,72,59.00,82
621,1," 1,000 "," 1,000 ",4.423," 2,904 ",5,5,0.00,0
622,5, 500 , 100 ,3.956," 1,047 ",3.81,3.6,-0.21,3
623,6, 500 , 83 ,4.069," 2,782 ",6.14,7.33,1.19,22
624,4, 400 , 100 ,3.802, 111 ,7.5,10,2.50,30
625,4, 400 , 100 ,3.975, 366 ,7,6.5,-0.50,-4
626,4, 400 , 100 ,4.144," 1,160 ",9,31.5,22.50,64
627,5, 350 , 70 ,3.874, 127 ,7.2,8.4,1.20,12
628,3, 300 , 100 ,3.625, 112 ,6,6,0.00,0
629,3, 300 , 100 ,3.732, 168 ,11,10,-1.00,-10
630,3, 300 , 100 ,3.884," 1,050 ",3,3,0.00,0
631,3, 300 , 100 ,3.988," 4,080 ",9.67,25.33,15.66,62
632,3, 300 , 100 ,4.041," 4,705 ",6,6,0.00,0
633,3, 300 , 100 ,4.049," 9,940 ",13.67,101,87.33,85
634,3, 300 , 100 ,4.155, 483 ,7,6,-1.00,-16
635,3, 300 , 100 ,4.156, 885 ,9.24,8.33,-0.91,-11
636,3, 300 , 100 ,4.168," 4,856 ",3.33,8.33,5.00,57
637,4, 300 , 75 ,3.791, 129 ,8,8.5,0.50,3
638,4, 300 , 75 ,4.036, 28 ,4.5,4.5,0.00,0
639,3, 250 , 83 ,3.545, 211 ,8,7,-1.00,-14
640,2, 200 , 100 ,3.186, 43 ,8,26,18.00,70
641,2, 200 , 100 ,3.188, 32 ,7,26,19.00,74
642,2, 200 , 100 ,3.382, 364 ,11,10,-1.00,-10
643,2, 200 , 100 ,3.409, 359 ,3.7,47,43.30,93
644,2, 200 , 100 ,3.535," 1,472 ",9,34,25.00,74
645,2, 200 , 100 ,3.581, 31 ,8,11,3.00,28
646,2, 200 , 100 ,3.659, 138 ,8,26,18.00,70
647,2, 200 , 100 ,3.667, 18 ,11,16,5.00,32
648,2, 200 , 100 ,3.708," 1,279 ",11,17,6.00,36
649,2, 200 , 100 ,3.766, 231 ,8,59,51.00,87
650,2, 200 , 100 ,3.774, 31 ,13,11,-2.00,-18
651,2, 200 , 100 ,3.786, 117 ,8,10,2.00,20
652,2, 200 , 100 ,3.833," 5,846 ",8,51,43.00,85
653,2, 200 , 100 ,3.84," 16,215 ",5,30,25.00,84
654,2, 200 , 100 ,3.855, 131 ,17,108,91.00,85
655,2, 200 , 100 ,3.855, 435 ,11,84,73.00,87
656,2, 200 , 100 ,3.878," 9,078 ",10,64,54.00,85
657,2, 200 , 100 ,3.883, 239 ,8,65,57.00,88
658,2, 200 , 100 ,3.894, 104 ,9,8,-1.00,-12
659,2, 200 , 100 ,3.916," 8,996 ",5.77,5,-0.77,-15
660,2, 200 , 100 ,3.935," 3,060 ",7,6,-1.00,-16
661,2, 200 , 100 ,3.948," 3,237 ",10.5,46.5,36.00,78
662,2, 200 , 100 ,3.951," 16,099 ",6.92,13.5,6.58,32
663,2, 200 , 100 ,3.968," 16,487 ",11,10,-1.00,-10
664,2, 200 , 100 ,3.971," 9,703 ",9,8,-1.00,-13
665,2, 200 , 100 ,3.984," 3,515 ",6,8,2.00,25
666,2, 200 , 100 ,3.991," 8,225 ",2,10,8.00,80
667,2, 200 , 100 ,4.03," 2,166 ",15,13,-2.00,-15
668,2, 200 , 100 ,4.035," 26,951 ",2,2,0.00,0
669,2, 200 , 100 ,4.041, 123 ,8,10,2.00,20
670,2, 200 , 100 ,4.048, 21 ,13,11,-2.00,-18
671,2, 200 , 100 ,4.069, 189 ,3.94,8,4.06,51
672,2, 200 , 100 ,4.072," 1,926 ",11,134,123.00,92
673,2, 200 , 100 ,4.078," 22,615 ",4,4,0.00,0
674,2, 200 , 100 ,4.079," 7,497 ",4.67,4,-0.67,-16
675,2, 200 , 100 ,4.09," 43,876 ",5,48,43.00,90
676,2, 200 , 100 ,4.115, 576 ,2.71,3,0.29,10
677,2, 200 , 100 ,4.148," 3,588 ",16,14,-2.00,-14
678,2, 200 , 100 ,4.175," 3,120 ",11,20,9.00,45
679,2, 200 , 100 ,4.185," 14,291 ",12.5,92.5,80.00,86
680,2, 200 , 100 ,4.216," 139,607 ",7,6,-1.00,-16
681,2, 200 , 100 ,4.221, 620 ,2,2,0.00,0
682,2, 200 , 100 ,4.225," 9,357 ",5,127,122.00,97
683,2, 200 , 100 ,4.231, 360 ,9.5,8.5,-1.00,-12
684,2, 200 , 100 ,4.258," 4,595 ",2.8,3,0.20,7
685,2, 200 , 100 ,4.277," 5,070 ",11,10,-1.00,-10
686,2, 200 , 100 ,4.291," 38,100 ",3,3,0.00,0
687,2, 200 , 100 ,4.318," 6,126 ",8,7,-1.00,-14
688,2, 200 , 100 ,4.333, 6 ,4.81,5,0.19,4
689,2, 200 , 100 ,4.361," 7,197 ",11,47,36.00,77
690,2, 200 , 100 ,4.368, 619 ,8,7,-1.00,-14
691,2, 200 , 100 ,4.39, 889 ,8,7,-1.00,-14
692,2, 200 , 100 ,4.429," 3,276 ",13,15,2.00,14
693,2, 200 , 100 ,4.484," 5,768 ",8,7,-1.00,-14
694,2, 200 , 100 ,4.5, 6 ,12,11,-1.00,-9
695,3, 150 , 50 ,3.733, 30 ,2.89,7,4.11,59
696,3, 150 , 50 ,3.737, 334 ,8,7,-1.00,-14
697,3, 150 , 50 ,3.825, 57 ,4.83,51,46.17,91
698,3, 150 , 50 ,4.059," 1,374 ",6,7,1.00,15
699,3, 150 , 50 ,4.353, 34 ,7,6,-1.00,-16
700,2, 150 , 75 ,3.892, 268 ,3.83,3.5,-0.33,-8
701,2, 150 , 75 ,3.943," 7,248 ",1.93,8.5,6.57,78
702,2, 150 , 75 ,4.185, 54 ,11.5,88.5,77.00,88
703,3, 120 , 40 ,3.99, 295 ,6,48.33,42.33,88
704,2, 103 , 52 ,4.252," 4,150 ",10,12.5,2.50,25
705,1, 100 , 100 ,2.941, 17 ,11,50,39.00,78
706,1, 100 , 100 ,3, 3 ,12,11,-1.00,-9
707,1, 100 , 100 ,3.034, 29 ,12,75,63.00,84
708,1, 100 , 100 ,3.039, 231 ,5,5,0.00,0
709,1, 100 , 100 ,3.25, 64 ,20,17,-3.00,-17
710,1, 100 , 100 ,3.299, 67 ,20,17,-3.00,-17
711,1, 100 , 100 ,3.338, 269 ,3.66,26,22.34,86
712,1, 100 , 100 ,3.367, 572 ,16,14,-2.00,-14
713,1, 100 , 100 ,3.418, 79 ,16,22,6.00,28
714,1, 100 , 100 ,3.423, 71 ,2,4,2.00,50
715,1, 100 , 100 ,3.474, 38 ,13,11,-2.00,-18
716,1, 100 , 100 ,3.514, 70 ,8,76,68.00,90
717,1, 100 , 100 ,3.545, 99 ,11,10,-1.00,-10
718,1, 100 , 100 ,3.557, 88 ,11,10,-1.00,-10
719,1, 100 , 100 ,3.611, 167 ,2,25,23.00,92
720,1, 100 , 100 ,3.625, 24 ,7,6,-1.00,-16
721,1, 100 , 100 ,3.646, 99 ,6,26,20.00,77
722,1, 100 , 100 ,3.651," 1,078 ",9,10,1.00,10
723,1, 100 , 100 ,3.683, 290 ,8,10,2.00,20
724,1, 100 , 100 ,3.689, 103 ,11,10,-1.00,-10
725,1, 100 , 100 ,3.697," 10,286 ",11,10,-1.00,-10
726,1, 100 , 100 ,3.708, 849 ,14,84,70.00,84
727,1, 100 , 100 ,3.714, 49 ,9,56,47.00,84
728,1, 100 , 100 ,3.721, 104 ,5.79,9,3.21,36
729,1, 100 , 100 ,3.762, 151 ,14,104,90.00,87
730,1, 100 , 100 ,3.773," 5,595 ",8,7,-1.00,-14
731,1, 100 , 100 ,3.773, 44 ,7,6,-1.00,-16
732,1, 100 , 100 ,3.774," 3,245 ",6,11,5.00,46
733,1, 100 , 100 ,3.775, 111 ,13,56,43.00,77
734,1, 100 , 100 ,3.776, 116 ,6,6,0.00,0
735,1, 100 , 100 ,3.779, 263 ,7,84,77.00,92
736,1, 100 , 100 ,3.803, 330 ,11,84,73.00,87
737,1, 100 , 100 ,3.815, 610 ,8,7,-1.00,-14
738,1, 100 , 100 ,3.827, 75 ,7,6,-1.00,-16
739,1, 100 , 100 ,3.829," 37,753 ",16,18,2.00,12
740,1, 100 , 100 ,3.833," 1,129 ",5.66,5,-0.66,-13
